Series Name,Series Code,Country Name,Country Code,2014 [YR2014]
"Share of youth not in education, employment, or training, female (% of female youth population)",SL.UEM.NEET.FE.ZS,Georgia,GEO,..
"Share of youth not in education, employment, or training, female (% of female youth population)",SL.UEM.NEET.FE.ZS,Armenia,ARM,..
"Share of youth not in education, employment, or training, female (% of female youth population)",SL.UEM.NEET.FE.ZS,Monaco,MCO,..
"Share of youth not in education, employment, or training, female (% of female youth population)",SL.UEM.NEET.FE.ZS,Morocco,MAR,..
"Share of youth not in education, employment, or training, female (% of female youth population)",SL.UEM.NEET.FE.ZS,Portugal,PRT,12.27999973
"Share of youth not in education, employment, or training, female (% of female youth population)",SL.UEM.NEET.FE.ZS,Panama,PAN,..
"Share of youth not in education, employment, or training, female (% of female youth population)",SL.UEM.NEET.FE.ZS,Switzerland,CHE,6.329999924
"Share of youth not in education, employment, or training, female (% of female youth population)",SL.UEM.NEET.FE.ZS,Sweden,SWE,6.789999962
"Share of youth not in education, employment, or training, female (% of female youth population)",SL.UEM.NEET.FE.ZS,Spain,ESP,16.23999977
"Share of youth not in education, employment, or training, female (% of female youth population)",SL.UEM.NEET.FE.ZS,Argentina,ARG,..
"Share of youth not in education, employment, or training, female (% of female youth population)",SL.UEM.NEET.FE.ZS,United Kingdom,GBR,13.10000038
"Share of youth not in education, employment, or training, female (% of female youth population)",SL.UEM.NEET.FE.ZS,Ukraine,UKR,23.93000031
"Share of youth not in education, employment, or training, female (% of female youth population)",SL.UEM.NEET.FE.ZS,Albania,ALB,..
"Share of youth not in education, employment, or training, female (% of female youth population)",SL.UEM.NEET.FE.ZS,Austria,AUT,7.429999828
"Share of youth not in education, employment, or training, female (% of female youth population)",SL.UEM.NEET.FE.ZS,Bolivia,BOL,..
"Share of youth not in education, employment, or training, female (% of female youth population)",SL.UEM.NEET.FE.ZS,"Egypt, Arab Rep.",EGY,..
"Share of youth not in education, employment, or training, female (% of female youth population)",SL.UEM.NEET.FE.ZS,Ethiopia,ETH,..
"Share of youth not in education, employment, or training, female (% of female youth population)",SL.UEM.NEET.FE.ZS,Jamaica,JAM,..
"Share of youth not in education, employment, or training, female (% of female youth population)",SL.UEM.NEET.FE.ZS,Mozambique,MOZ,..
"Share of youth not in education, employment, or training, female (% of female youth population)",SL.UEM.NEET.FE.ZS,Trinidad and Tobago,TTO,..
"Share of youth not in education, employment, or training, female (% of female youth population)",SL.UEM.NEET.FE.ZS,Greenland,GRL,..
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,Afghanistan,AFG,..
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,Australia,AUS,..
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,Bangladesh,BGD,..
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,Barbados,BRB,..
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,Belize,BLZ,..
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,Botswana,BWA,..
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,Brazil,BRA,..
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,Bosnia and Herzegovina,BIH,..
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,Cambodia,KHM,..
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,Canada,CAN,20.39999962
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,Chile,CHL,..
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,China,CHN,..
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,Colombia,COL,..
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,Croatia,HRV,18.39999962
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,Cuba,CUB,..
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,Czech Republic,CZE,16.39999962
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,Denmark,DNK,27.20000076
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,Finland,FIN,25
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,France,FRA,26.89999962
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,Germany,DEU,28.29999924
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,Ghana,GHA,..
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,Greece,GRC,22.39999962
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,Honduras,HND,..
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,"Hong Kong SAR, China",HKG,..
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,Hungary,HUN,30.5
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,Iceland,ISL,33.29999924
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,India,IND,..
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,Indonesia,IDN,..
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,"Iran, Islamic Rep.",IRN,..
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,Iraq,IRQ,..
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,Ireland,IRL,17.70000076
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,Italy,ITA,36.29999924
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,Israel,ISR,..
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,Japan,JPN,..
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,Kazakhstan,KAZ,..
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,"Korea, Dem. People’s Rep.",PRK,..
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,Luxembourg,LUX,28.39999962
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,Malaysia,MYS,11.10000038
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,Malta,MLT,62.5
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,Mexico,MEX,..
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,Myanmar,MMR,..
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,Nepal,NPL,..
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,Netherlands,NLD,36.59999847
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,Nicaragua,NIC,..
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,Norway,NOR,33
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,Pakistan,PAK,..
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,Philippines,PHL,..
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,Poland,POL,10.5
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,Puerto Rico,PRI,..
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,Saudi Arabia,SAU,..
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,Serbia,SRB,..
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,Singapore,SGP,..
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,Slovenia,SVN,16.89999962
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,South Africa,ZAF,..
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,Thailand,THA,..
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,Turkey,TUR,40.90000153
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,United Arab Emirates,ARE,..
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,United States,USA,..
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,Uganda,UGA,..
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,Vietnam,VNM,..
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,Uruguay,URY,..
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,Zimbabwe,ZWE,..
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,Sierra Leone,SLE,..
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,Russian Federation,RUS,..
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,Georgia,GEO,..
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,Armenia,ARM,..
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,Monaco,MCO,..
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,Morocco,MAR,..
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,Portugal,PRT,47.79999924
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,Panama,PAN,..
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,Switzerland,CHE,27.20000076
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,Sweden,SWE,39
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,Spain,ESP,48.40000153
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,Argentina,ARG,33.29999924
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,United Kingdom,GBR,29.20000076
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,Ukraine,UKR,..
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,Albania,ALB,..
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,Austria,AUT,30.60000038
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,Bolivia,BOL,..
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,"Egypt, Arab Rep.",EGY,..
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,Ethiopia,ETH,..
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,Jamaica,JAM,..
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,Mozambique,MOZ,..
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,Trinidad and Tobago,TTO,..
"Unemployment with primary education, female (% of female unemployment)",SL.UEM.PRIM.FE.ZS,Greenland,GRL,..
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,Afghanistan,AFG,..
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,Australia,AUS,..
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,Bangladesh,BGD,..
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,Barbados,BRB,..
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,Belize,BLZ,..
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,Botswana,BWA,..
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,Brazil,BRA,..
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,Bosnia and Herzegovina,BIH,..
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,Cambodia,KHM,..
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,Canada,CAN,39.5
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,Chile,CHL,..
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,China,CHN,..
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,Colombia,COL,..
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,Croatia,HRV,65.09999847
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,Cuba,CUB,..
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,Czech Republic,CZE,72.59999847
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,Denmark,DNK,38.79999924
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,Finland,FIN,48.09999847
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,France,FRA,46.70000076
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,Germany,DEU,57.20000076
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,Ghana,GHA,..
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,Greece,GRC,50.79999924
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,Honduras,HND,..
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,"Hong Kong SAR, China",HKG,..
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,Hungary,HUN,56.5
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,Iceland,ISL,31
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,India,IND,..
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,Indonesia,IDN,..
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,"Iran, Islamic Rep.",IRN,..
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,Iraq,IRQ,..
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,Ireland,IRL,47.79999924
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,Italy,ITA,47.5
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,Israel,ISR,..
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,Japan,JPN,..
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,Kazakhstan,KAZ,..
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,"Korea, Dem. People’s Rep.",PRK,..
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,Luxembourg,LUX,35.79999924
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,Malaysia,MYS,48.40000153
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,Malta,MLT,20
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,Mexico,MEX,..
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,Myanmar,MMR,..
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,Nepal,NPL,..
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,Netherlands,NLD,43.5
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,Nicaragua,NIC,..
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,Norway,NOR,32.5
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,Pakistan,PAK,..
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,Philippines,PHL,..
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,Poland,POL,67.90000153
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,Puerto Rico,PRI,..
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,Saudi Arabia,SAU,..
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,Serbia,SRB,..
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,Singapore,SGP,..
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,Slovenia,SVN,55.90000153
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,South Africa,ZAF,..
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,Thailand,THA,..
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,Turkey,TUR,27
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,United Arab Emirates,ARE,..
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,United States,USA,..
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,Uganda,UGA,..
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,Vietnam,VNM,..
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,Uruguay,URY,..
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,Zimbabwe,ZWE,..
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,Sierra Leone,SLE,..
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,Russian Federation,RUS,..
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,Georgia,GEO,..
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,Armenia,ARM,..
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,Monaco,MCO,..
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,Morocco,MAR,..
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,Portugal,PRT,29.79999924
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,Panama,PAN,..
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,Switzerland,CHE,48.40000153
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,Sweden,SWE,38.20000076
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,Spain,ESP,25
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,Argentina,ARG,50.59999847
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,United Kingdom,GBR,46.40000153
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,Ukraine,UKR,..
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,Albania,ALB,..
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,Austria,AUT,44.79999924
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,Bolivia,BOL,..
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,"Egypt, Arab Rep.",EGY,..
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,Ethiopia,ETH,..
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,Jamaica,JAM,..
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,Mozambique,MOZ,..
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,Trinidad and Tobago,TTO,..
"Unemployment with secondary education, female (% of female unemployment)",SL.UEM.SECO.FE.ZS,Greenland,GRL,..
"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,Afghanistan,AFG,..
"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,Australia,AUS,..
"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,Bangladesh,BGD,..
"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,Barbados,BRB,..
"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,Belize,BLZ,..
"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,Botswana,BWA,..
"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,Brazil,BRA,..
"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,Bosnia and Herzegovina,BIH,..
"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,Cambodia,KHM,..
"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,Canada,CAN,43.09999847
"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,Chile,CHL,..
"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,China,CHN,..
"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,Colombia,COL,..
"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,Croatia,HRV,16.20000076
"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,Cuba,CUB,..
"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,Czech Republic,CZE,10.89999962
"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,Denmark,DNK,26.5
"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,Finland,FIN,26.89999962
"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,France,FRA,26
"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,Germany,DEU,14.30000019
"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,Ghana,GHA,..
"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,Greece,GRC,26.79999924
"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,Honduras,HND,..
"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,"Hong Kong SAR, China",HKG,..
"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,Hungary,HUN,13
"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,Iceland,ISL,35.70000076
"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,India,IND,..
"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,Indonesia,IDN,..
"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,"Iran, Islamic Rep.",IRN,..
"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,Iraq,IRQ,..
"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,Ireland,IRL,31.89999962
"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,Italy,ITA,16.20000076
"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,Israel,ISR,..
"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,Japan,JPN,..
"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,Kazakhstan,KAZ,..
"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,"Korea, Dem. People’s Rep.",PRK,..
"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,Luxembourg,LUX,31.29999924
"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,Malaysia,MYS,39
"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,Malta,MLT,17.5
"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,Mexico,MEX,..
"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,Myanmar,MMR,..
"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,Nepal,NPL,..
"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,Netherlands,NLD,18.5
"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,Nicaragua,NIC,..
"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,Norway,NOR,34.20000076
"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,Pakistan,PAK,..
"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,Philippines,PHL,..
"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,Poland,POL,21.60000038
"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,Puerto Rico,PRI,..
"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,Saudi Arabia,SAU,..
"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,Serbia,SRB,..
"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,Singapore,SGP,..
"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,Slovenia,SVN,27.39999962
"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,South Africa,ZAF,..
"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,Thailand,THA,..
"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,Turkey,TUR,32.09999847
"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,United Arab Emirates,ARE,..
"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,United States,USA,..
"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,Uganda,UGA,..
"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,Vietnam,VNM,..
"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,Uruguay,URY,..
"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,Zimbabwe,ZWE,..
"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,Sierra Leone,SLE,..
"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,Russian Federation,RUS,..
"Unemployment with tertiary education, female (% of female unemployment)",SL.UEM.TERT.FE.ZS,Georgia,GEO,..
